search_url,address,address_id
https://www.411.com/address/3627-N-19th-St/Philadelphia-PA/,"3627 N 19th St,Philadelphia,PA19140",7386
https://www.411.com/address/225-Stone-Hill-Dr/Penrose-NC/,"225 Stone Hill Dr,Penrose,NC28766",7392
https://www.411.com/address/360-Club-Dr/Sapphire-NC/,"360 Club Dr,Sapphire,NC28774",7393
https://www.411.com/address/1591-Browns-Chapel-Rd/Boone-NC/,"1591 Browns Chapel Rd,Boone,NC28607",7400
https://www.411.com/address/160-Rocky-Creek-Rd/Sapphire-NC/,"160 Rocky Creek Rd,Sapphire,NC28774",7401
https://www.411.com/address/122-Tweetsie-Ln-W/Banner-Elk-NC/,"122 Tweetsie Ln W,Banner Elk,NC28604",7410
https://www.411.com/address/3124-Buffalo-Nvno/Zionville-NC/,"3124 Buffalo Nvno,Zionville,NC28698",7413
https://www.411.com/address/5780-Castle-Ford-Rd/Todd-NC/,"5780 Castle Ford Rd,Todd,NC28684",7420
https://www.411.com/address/488-Sugar-Loaf-Hill-Rd/Deatsville-AL/,"488 Sugar Loaf Hill Rd,Deatsville,AL36022",7422
https://www.411.com/address/132-Sassafras/Deep-Gap-NC/,"132 Sassafras,Deep Gap,NC28618",7423
https://www.411.com/address/1765-W-Juniata-St/Philadelphia-PA/,"1765 W Juniata St,Philadelphia,PA19140",7424
https://www.411.com/address/220-Hialeah/Boone-NC/,"220 Hialeah,Boone,NC28607",7432
https://www.411.com/address/402-Pinnacle-Ridge-Rd/Beech-Mountain-NC/,"402 Pinnacle Ridge Rd,Beech Mountain,NC28604",7433
https://www.411.com/address/106-Village-Cluster-Rd/Beech-Mountain-NC/,"106 Village Cluster Rd,Beech Mountain,NC28604",7437
https://www.411.com/address/635-Qualla-Cir/Brevard-NC/,"635 Qualla Cir,Brevard,NC28712",7449
https://www.411.com/address/465-Indian-Paintbrush-Dr-apt-RS-2/Banner-Elk-NC/,"465 Indian Paintbrush Dr # RS-2,Banner Elk,NC28604",7459
https://www.411.com/address/553-Foxfire-Ln/Brevard-NC/,"553 Foxfire Ln,Brevard,NC28712",7460
https://www.411.com/address/7530-Rocio-Dr/White-City-OR/,"7530 Rocio Dr,White City,OR97503",7462
https://www.411.com/address/1510-NW-Parker-Ave/Waldport-OR/,"1510 NW Parker Ave,Waldport,OR97394",7463
https://www.411.com/address/3403-Sharon-Way/White-City-OR/,"3403 Sharon Way,White City,OR97503",7477
https://www.411.com/address/1550-SE-Alder-Way/Toledo-OR/,"1550 SE Alder Way,Toledo,OR97391",7478
https://www.411.com/address/3407-Sharon-Way/White-City-OR/,"3407 Sharon Way,White City,OR97503",7485
https://www.411.com/address/107-Willet-Dr/Summerville-SC/,"107 Willet Dr,Summerville,SC29485",7487
https://www.411.com/address/54-Pebble-Creek-Dr/Eagle-Point-OR/,"54 Pebble Creek Dr,Eagle Point,OR97524",7490
https://www.411.com/address/4438-Sinclair-Rd/Dillon-SC/,"4438 Sinclair Rd,Dillon,SC29536",7499
https://www.411.com/address/126-NW-Sunset-Way/Waldport-OR/,"126 NW Sunset Way,Waldport,OR97394",7502
https://www.411.com/address/109-Ashley-Bluffs-Rd/Summerville-SC/,"109 Ashley Bluffs Rd,Summerville,SC29485",7503
https://www.411.com/address/81-Norman-St/Williston-SC/,"81 Norman St,Williston,SC29853",7512
https://www.411.com/address/4909-N-15th-St/Philadelphia-PA/,"4909 N 15th St,Philadelphia,PA19141",7514
https://www.411.com/address/4789-Hathaway-Dr/Medford-OR/,"4789 Hathaway Dr,Medford,OR97504",7520
https://www.411.com/address/125-Silver-Cypress-Cir/Summerville-SC/,"125 Silver Cypress Cir,Summerville,SC29485",7525
https://www.411.com/address/7876-Phaedra-Ln/White-City-OR/,"7876 Phaedra Ln,White City,OR97503",7530
https://www.411.com/address/536-Saint-Augustine-Dr/Medford-OR/,"536 Saint Augustine Dr,Medford,OR97504",7537
https://www.411.com/address/3078-Francis-Marion-Blvd/Summerton-SC/,"3078 Francis Marion Blvd,Summerton,SC29148",7538
https://www.411.com/address/1308-E-Roosevelt-St/Dillon-SC/,"1308 E Roosevelt St,Dillon,SC29536",7547
https://www.411.com/address/5710-Cherry-Ln/Medford-OR/,"5710 Cherry Ln,Medford,OR97504",7551
https://www.411.com/address/9669-Section-Line-Rd/Rockaway-Beach-OR/,"9669 Section Line Rd,Rockaway Beach,OR97136",7565
https://www.411.com/address/1247-Penny-Ln/Summerton-SC/,"1247 Penny Ln,Summerton,SC29148",7568
https://www.411.com/address/4511-N-Colorado-St/Philadelphia-PA/,"4511 N Colorado St,Philadelphia,PA19140",7575
https://www.411.com/address/4415-Sequoia-Loop/Tillamook-OR/,"4415 Sequoia Loop,Tillamook,OR97141",7588
https://www.411.com/address/431-Hagood-Ave/Barnwell-SC/,"431 Hagood Ave,Barnwell,SC29812",7597
https://www.411.com/address/5615-Autumn-Park-Dr/Medford-OR/,"5615 Autumn Park Dr,Medford,OR97504",7601
https://www.411.com/address/508-Starlight-Way/Philomath-OR/,"508 Starlight Way,Philomath,OR97370",7602
https://www.411.com/address/137-Armistead-Ln/Easley-SC/,"137 Armistead Ln,Easley,SC29642",7604
https://www.411.com/address/4466-N-Gratz-St/Philadelphia-PA/,"4466 N Gratz St,Philadelphia,PA19140",7606
https://www.411.com/address/1141-Fitch-Rd/Summerton-SC/,"1141 Fitch Rd,Summerton,SC29148",7618
https://www.411.com/address/150-Keith-Cir/Williston-SC/,"150 Keith Cir,Williston,SC29853",7619
https://www.411.com/address/525-SW-Starr-Ln/Waldport-OR/,"525 SW Starr Ln,Waldport,OR97394",7622
https://www.411.com/address/214-New-Salem-Dr/Anderson-SC/,"214 New Salem Dr,Anderson,SC29625",7624
https://www.411.com/address/4474-Brown-Ridge-Ter/Medford-OR/,"4474 Brown Ridge Ter,Medford,OR97504",7630
https://www.411.com/address/1976-Bloomville-Rd/Manning-SC/,"1976 Bloomville Rd,Manning,SC29102",7641
https://www.411.com/address/100-Elliot-Creek-Ln/Summerville-SC/,"100 Elliot Creek Ln,Summerville,SC29485",7644
https://www.411.com/address/5054-Umpqua-Ln-NE/Albany-OR/,"5054 Umpqua Ln NE,Albany,OR97321",7649
https://www.411.com/address/561-Overlook-Dr/Yachats-OR/,"561 Overlook Dr,Yachats,OR97498",7657
https://www.411.com/address/2005-NW-Marineview-Dr/Waldport-OR/,"2005 NW Marineview Dr,Waldport,OR97394",7659
https://www.411.com/address/5507-Myron-Massey-Blvd/Fairfield-AL/,"5507 Myron Massey Blvd,Fairfield,AL35064",7666
https://www.411.com/address/106-Rivers-Edge-Dr/Gold-Hill-OR/,"106 Rivers Edge Dr,Gold Hill,OR97525",7669
https://www.411.com/address/1153-Pond-View-Rd/Manning-SC/,"1153 Pond View Rd,Manning,SC29102",7674
https://www.411.com/address/199-Camellia-Dr/Lebanon-OR/,"199 Camellia Dr,Lebanon,OR97355",7679
https://www.411.com/address/218-E-Bamberg-St/Latta-SC/,"218 E Bamberg St,Latta,SC29565",7687
https://www.411.com/address/1057-Mcphearson-Ln/Medford-OR/,"1057 Mcphearson Ln,Medford,OR97504",7688
https://www.411.com/address/1454-Whitetail-Ln/Summerton-SC/,"1454 Whitetail Ln,Summerton,SC29148",7689
https://www.411.com/address/1528-W-Wingohocking-St/Philadelphia-PA/,"1528 W Wingohocking St,Philadelphia,PA19140",7692
https://www.411.com/address/608-Mclean-Dr/Dillon-SC/,"608 Mclean Dr,Dillon,SC29536",7702
https://www.411.com/address/5505-Avenue-J/Birmingham-AL/,"5505 Avenue J,Birmingham,AL35208",7711
https://www.411.com/address/3011-Highway-187-S/Anderson-SC/,"3011 Highway 187 S,Anderson,SC29626",7713
https://www.411.com/address/4240-Evening-Ridge-Ter/Medford-OR/,"4240 Evening Ridge Ter,Medford,OR97504",7715
https://www.411.com/address/2020-S-12th-St-UNIT-112/Lebanon-OR/,"2020 S 12th St UNIT 112,Lebanon,OR97355",7718
https://www.411.com/address/240-W-Zeralda-St/Philadelphia-PA/,"240 W Zeralda St,Philadelphia,PA19144",7727
https://www.411.com/address/1061-Turtledove-Loop/Lebanon-OR/,"1061 Turtledove Loop,Lebanon,OR97355",7730
https://www.411.com/address/112-Kilpatrick-Ct/Summerville-SC/,"112 Kilpatrick Ct,Summerville,SC29483",7732
https://www.411.com/address/212-Paddock-Rd/Anderson-SC/,"212 Paddock Rd,Anderson,SC29621",7734
https://www.411.com/address/507-Timber-Ln/Anderson-SC/,"507 Timber Ln,Anderson,SC29621",7744
https://www.411.com/address/221-W-Abbottsford-Ave/Philadelphia-PA/,"221 W Abbottsford Ave,Philadelphia,PA19144",7747
https://www.411.com/address/435-W-Abbottsford-Ave/Philadelphia-PA/,"435 W Abbottsford Ave,Philadelphia,PA19144",7748
https://www.411.com/address/310-Picadilly-Loop/Summerville-SC/,"310 Picadilly Loop,Summerville,SC29483",7749
https://www.411.com/address/101-Silver-Cypress-Cir/Summerville-SC/,"101 Silver Cypress Cir,Summerville,SC29485",7761
https://www.411.com/address/546-W-Clapier-St/Philadelphia-PA/,"546 W Clapier St,Philadelphia,PA19144",7762
https://www.411.com/address/554-W-Clapier-St/Philadelphia-PA/,"554 W Clapier St,Philadelphia,PA19144",7763
https://www.411.com/address/225-W-Clapier-St/Philadelphia-PA/,"225 W Clapier St,Philadelphia,PA19144",7766
https://www.411.com/address/3411-Sharon-Way/White-City-OR/,"3411 Sharon Way,White City,OR97503",7771
https://www.411.com/address/33495-Shore-Dr/Pacific-City-OR/,"33495 Shore Dr,Pacific City,OR97135",7774
https://www.411.com/address/506-E-Main-St/Latta-SC/,"506 E Main St,Latta,SC29565",7783
https://www.411.com/address/1036-Bridlewood-Farms-Pkwy/Ridgeville-SC/,"1036 Bridlewood Farms Pkwy,Ridgeville,SC29472",7786
https://www.411.com/address/809-E-Main-St/Dillon-SC/,"809 E Main St,Dillon,SC29536",7789
https://www.411.com/address/1067-Foxbrook-Ln/Manning-SC/,"1067 Foxbrook Ln,Manning,SC29102",7792
https://www.411.com/address/820-NW-Highland-Cir/Waldport-OR/,"820 NW Highland Cir,Waldport,OR97394",7794
https://www.411.com/address/3609-Mallard-Ln/Medford-OR/,"3609 Mallard Ln,Medford,OR97504",7799
https://www.411.com/address/803-Northpoint-Loop/Brownsville-OR/,"803 Northpoint Loop,Brownsville,OR97327",7800
https://www.411.com/address/2829-Farmington-Ave/Medford-OR/,"2829 Farmington Ave,Medford,OR97504",7801
https://www.411.com/address/3480-Bald-Eagle-Dr/Lebanon-OR/,"3480 Bald Eagle Dr,Lebanon,OR97355",7804
https://www.411.com/address/1318-Poppy-Ridge-Dr/Eagle-Point-OR/,"1318 Poppy Ridge Dr,Eagle Point,OR97524",7808
https://www.411.com/address/712-60th-St/Fairfield-AL/,"712 60th St,Fairfield,AL35064",7813
https://www.411.com/address/23-Hercules-St/Barnwell-SC/,"23 Hercules St,Barnwell,SC29812",7814
https://www.411.com/address/4159-SE-Keel-Way/Lincoln-City-OR/,"4159 SE Keel Way,Lincoln City,OR97367",7816
https://www.411.com/address/219-White-Oak-Way/Shady-Cove-OR/,"219 White Oak Way,Shady Cove,OR97539",7820
https://www.411.com/address/3803-Windy-Ave-NE/Albany-OR/,"3803 Windy Ave NE,Albany,OR97322",7822
https://www.411.com/address/2501-Dillon-Hwy/Lake-View-SC/,"2501 Dillon Hwy,Lake View,SC29563",7826
https://www.411.com/address/1175-Pine-Ridge-Rd/Manning-SC/,"1175 Pine Ridge Rd,Manning,SC29102",7827
https://www.411.com/address/1032-Farmstead-Ln/Manning-SC/,"1032 Farmstead Ln,Manning,SC29102",7835
https://www.411.com/address/859-N-7th-St/Philadelphia-PA/,"859 N 7th St,Philadelphia,PA19123",7836
https://www.411.com/address/3847-Casting-St-SE/Albany-OR/,"3847 Casting St SE,Albany,OR97322",7841
https://www.411.com/address/411-Ables-Dr/Barnwell-SC/,"411 Ables Dr,Barnwell,SC29812",7845
https://www.411.com/address/1090-Winding-Pond-Rd/Manning-SC/,"1090 Winding Pond Rd,Manning,SC29102",7849
https://www.411.com/address/307-Avalon-Ter/Eagle-Point-OR/,"307 Avalon Ter,Eagle Point,OR97524",7862
https://www.411.com/address/103-Ridgecrest-Way/Williamston-SC/,"103 Ridgecrest Way,Williamston,SC29697",7864
https://www.411.com/address/3578-NE-Reef-Dr/Lincoln-City-OR/,"3578 NE Reef Dr,Lincoln City,OR97367",7875
https://www.411.com/address/746-W-Master-St/Philadelphia-PA/,"746 W Master St,Philadelphia,PA19122",7891
https://www.411.com/address/1012-Princes-Trace-Cir/Summerton-SC/,"1012 Princes Trace Cir,Summerton,SC29148",7904
https://www.411.com/address/229-Dunthorpe-Dr/Medford-OR/,"229 Dunthorpe Dr,Medford,OR97504",7911
https://www.411.com/address/1220-John-St/Dillon-SC/,"1220 John St,Dillon,SC29536",7918
https://www.411.com/address/1024-Belwood-Cir/Fairfield-AL/,"1024 Belwood Cir,Fairfield,AL35064",7925
https://www.411.com/address/835-N-Pacific-St/Rockaway-Beach-OR/,"835 N Pacific St,Rockaway Beach,OR97136",7932
https://www.411.com/address/7-Fairway-Dr/Manning-SC/,"7 Fairway Dr,Manning,SC29102",7935
https://www.411.com/address/956-SE-Bayshore-Cir/Corvallis-OR/,"956 SE Bayshore Cir,Corvallis,OR97333",7937
https://www.411.com/address/857-N-22nd-St/Philadelphia-PA/,"857 N 22nd St,Philadelphia,PA19130",7939
https://www.411.com/address/742-N-22nd-St/Philadelphia-PA/,"742 N 22nd St,Philadelphia,PA19130",7942
https://www.411.com/address/553-N-Judson-St/Philadelphia-PA/,"553 N Judson St,Philadelphia,PA19130",7959
https://www.411.com/address/1860-Moses-Dingle-Rd/Summerton-SC/,"1860 Moses Dingle Rd,Summerton,SC29148",7969
https://www.411.com/address/3040-Signature-Ct/Medford-OR/,"3040 Signature Ct,Medford,OR97504",7987
https://www.411.com/address/1520-SE-Crystal-Lake-Dr/Corvallis-OR/,"1520 SE Crystal Lake Dr,Corvallis,OR97333",7988
https://www.411.com/address/1142-Waters-Edge-Dr/Summerton-SC/,"1142 Waters Edge Dr,Summerton,SC29148",7991
https://www.411.com/address/1810-NW-Oceanview-Dr/Waldport-OR/,"1810 NW Oceanview Dr,Waldport,OR97394",7992
https://www.411.com/address/1687-Kenwood-Rd/Manning-SC/,"1687 Kenwood Rd,Manning,SC29102",8001
https://www.411.com/address/621-Mclean-Dr/Dillon-SC/,"621 Mclean Dr,Dillon,SC29536",8002
https://www.411.com/address/5606-Autumn-Park-Dr/Medford-OR/,"5606 Autumn Park Dr,Medford,OR97504",8004
https://www.411.com/address/125-Converse-St/Williston-SC/,"125 Converse St,Williston,SC29853",8005
https://www.411.com/address/896-N-Taylor-St/Philadelphia-PA/,"896 N Taylor St,Philadelphia,PA19130",8006
https://www.411.com/address/514-Starlight-Way/Philomath-OR/,"514 Starlight Way,Philomath,OR97370",8008
https://www.411.com/address/2011-Claybourne-Ct/Summerville-SC/,"2011 Claybourne Ct,Summerville,SC29485",8009
https://www.411.com/address/1054-Country-Club-Cir/Manning-SC/,"1054 Country Club Cir,Manning,SC29102",8012
https://www.411.com/address/860-N-Stillman-St/Philadelphia-PA/,"860 N Stillman St,Philadelphia,PA19130",8018
https://www.411.com/address/851-N-Bambrey-St/Philadelphia-PA/,"851 N Bambrey St,Philadelphia,PA19130",8020
https://www.411.com/address/856-N-Bambrey-St/Philadelphia-PA/,"856 N Bambrey St,Philadelphia,PA19130",8021
https://www.411.com/address/32949-Wildrose-Dr/Tangent-OR/,"32949 Wildrose Dr,Tangent,OR97389",8022
https://www.411.com/address/866-N-Bambrey-St/Philadelphia-PA/,"866 N Bambrey St,Philadelphia,PA19130",8023
https://www.411.com/address/2987-Reynolds-Rd/Blackville-SC/,"2987 Reynolds Rd,Blackville,SC29817",8025
https://www.411.com/address/862-N-Bailey-St/Philadelphia-PA/,"862 N Bailey St,Philadelphia,PA19130",8030
https://www.411.com/address/855-N-Taney-St/Philadelphia-PA/,"855 N Taney St,Philadelphia,PA19130",8032
https://www.411.com/address/144-Greenview-Dr/Eagle-Point-OR/,"144 Greenview Dr,Eagle Point,OR97524",8033
https://www.411.com/address/1767-Sandstone-Dr/Medford-OR/,"1767 Sandstone Dr,Medford,OR97501",8038
https://www.411.com/address/1888-Lakewood-Dr/Manning-SC/,"1888 Lakewood Dr,Manning,SC29102",8040
https://www.411.com/address/777-N-27th-St/Philadelphia-PA/,"777 N 27th St,Philadelphia,PA19130",8041
https://www.411.com/address/112-Ronald-St/Williston-SC/,"112 Ronald St,Williston,SC29853",8043
https://www.411.com/address/812-N-27th-St/Philadelphia-PA/,"812 N 27th St,Philadelphia,PA19130",8045
https://www.411.com/address/810-NW-Highland-Cir/Waldport-OR/,"810 NW Highland Cir,Waldport,OR97394",8058
https://www.411.com/address/851-N-29th-St/Philadelphia-PA/,"851 N 29th St,Philadelphia,PA19130",8063
https://www.411.com/address/1088-Katie-Mae-Dr/Medford-OR/,"1088 Katie Mae Dr,Medford,OR97501",8066
https://www.411.com/address/8711-Bison-Pl/Gold-Hill-OR/,"8711 Bison Pl,Gold Hill,OR97525",8067
